,Unnamed: 0,accession,samples-count,bioproject,is-private,last-update,secondary-accession,centre-name,study-name,data-origination,doi
124,124,MGYS00002024,2,PRJEB22501,False,2022-02-25T16:55:52,ERP104182,EMBL-EBI,EMG produced TPA metagenomics assembly of the Gut microbial metabolism shifts towards a more toxic profile with supplementary iron in a kinetic model of the human large intestine (TIM2_iron_study) data set,SUBMITTED,10.3389/fmicb.2015.01481
125,125,MGYS00005860,291,PRJNA301903,False,2021-12-02T17:51:56,SRP069019,Washington University in St. Louis,Metagenomic sequencing of preterm infant gut microbiota raw sequence reads,HARVESTED,10.1038/nmicrobiol.2016.24
126,126,MGYS00005839,1,PRJEB48479,False,2021-11-09T13:22:34,ERP132851,EMG,EMG produced TPA metagenomics assembly of PRJNA655119 data set (Metatranscriptome sequencing of the extended simplified human intestinal microbiota (SIHUMIx)).,SUBMITTED,10.1093/nar/gkx967
127,127,MGYS00005840,1,PRJNA655119,False,2021-11-09T13:08:20,SRP276638,Georg-August-University Goettingen,Metatranscriptome sequencing of the extended simplified human intestinal microbiota (SIHUMIx),HARVESTED,10.1186/s40168-020-00981-z
128,128,MGYS00002045,325,PRJEB22528,False,2021-10-22T18:11:17,ERP104209,EMBL-EBI,EMG produced TPA metagenomics assembly of the Microbial composition of samples from infant gut (human gut metagenome) data set,SUBMITTED,10.1128/spectrum.01176-21
129,129,MGYS00001981,5,PRJEB22393,False,2021-10-21T23:17:10,ERP104073,EMBL-EBI,EMG produced TPA metagenomics assembly of the Library preparation methodology can influence genomic and functional predictions in human microbiome research (human gut metagenome) data set,SUBMITTED,10.1073/pnas.1519288112
130,130,MGYS00005820,5,PRJNA298489,False,2021-10-21T18:54:42,SRP064913,Human Longevity Inc,Library preparation methodology can influence genomic and functional predictions in human microbiome research,HARVESTED,10.1073/pnas.1519288112
131,131,MGYS00005816,69,PRJEB41655,False,2021-10-20T08:44:05,ERP125466,EMG,EMG produced TPA metagenomics assembly of PRJEB8347 data set (Temporal and technical variability of human gut metagenomes).,SUBMITTED,10.1093/nar/gkx967
132,132,MGYS00001985,184,PRJEB22368,False,2021-10-18T13:28:35,ERP104047,EMBL-EBI,EMG produced TPA metagenomics assembly of the Human Gut Microbiome in a Multiplex Family Study of Type 1 Diabetes Mellitus (human gut metagenome) data set,SUBMITTED,10.3389/fped.2021.752250
133,133,MGYS00005817,69,PRJEB8347,False,2021-10-17T23:23:37,ERP009422,EMBL - Germany,Temporal and technical variability of human gut metagenomes,SUBMITTED,10.15252/msb.20177589
134,134,MGYS00005815,198,PRJEB41718,False,2021-10-17T23:01:19,ERP125543,EMG,EMG produced TPA metagenomics assembly of PRJEB6070 data set (Potential of fecal microbiota for early stage detection of colorectal cancer).,SUBMITTED,10.1093/nar/gkx967
135,135,MGYS00005813,24,PRJEB43589,False,2021-10-12T11:26:02,ERP127558,EMG,EMG produced TPA metagenomics assembly of PRJNA407905 data set (Human saliva Metagenomes).,SUBMITTED,10.1093/nar/gkx967
136,136,MGYS00005814,23,PRJNA407905,False,2021-10-12T09:49:54,SRP118345,UNIVERSITY OF ALICANTE,Human saliva Metagenomes,HARVESTED,
137,137,MGYS00005812,9,PRJEB43624,False,2021-10-12T09:46:22,ERP127599,EMG,EMG produced TPA metagenomics assembly of PRJNA216965 data set (Dental Calculus Metagenome (archaeological)).,SUBMITTED,10.1093/nar/gkx967
138,138,MGYS00005808,8,PRJEB43627,False,2021-10-08T19:20:52,ERP127602,EMG,EMG produced TPA metagenomics assembly of PRJNA309322 data set (Pediatric MLI metagenome).,SUBMITTED,10.1093/nar/gkx967
139,139,MGYS00005809,7,PRJNA309322,False,2021-10-08T18:40:24,SRP068619,University of Ottawa,Pediatric MLI metagenome,HARVESTED,10.1186/s40168-016-0176-z
140,140,MGYS00005806,34,PRJEB1690,False,2021-10-08T16:37:35,ERP002391,SNU,This is a metagenomic study to investigate the microbial community and metabolic functions of Korean twin pairs.,SUBMITTED,10.1186/s40168-019-0774-7
141,141,MGYS00005795,64,PRJEB44032,False,2021-10-07T09:29:26,ERP128033,EMG,EMG produced TPA metagenomics assembly of PRJEB23524 data set (WGS data from FMT trial for the treatment of recurrent Clostridium difficile infection).,SUBMITTED,10.1093/nar/gkx967
142,142,MGYS00005793,4,PRJEB43974,False,2021-10-07T02:34:50,ERP127968,EMG,EMG produced TPA metagenomics assembly of PRJNA510036 data set (Fecal transplant influence on healthy volunteers).,SUBMITTED,10.1093/nar/gkx967
143,143,MGYS00005794,3,PRJNA510036,False,2021-10-07T02:17:36,SRP173438,RCPCM,Fecal transplant influence on healthy volunteers,HARVESTED,10.1128/msystems.00811-21
144,144,MGYS00005791,200,PRJEB43973,False,2021-10-07T02:12:16,ERP127967,EMG,EMG produced TPA metagenomics assembly of PRJNA385949 data set (Longitudinal Stool Study of patients with IBD and controls).,SUBMITTED,10.1093/nar/gkx967
145,145,MGYS00005792,199,PRJNA385949,False,2021-10-06T12:12:40,SRP108708,Broad Institute,Longitudinal Stool Study of patients with IBD and controls,HARVESTED,10.1186/s12864-021-08004-3
146,146,MGYS00005767,6,PRJEB45311,False,2021-09-27T17:56:57,ERP129398,EMG,EMG produced TPA metagenomics assembly of PRJNA648297 data set (Remarkably low relative abundance of several Bifidobacterium species in the altered intestinal microbiota of Helicobacter pylori infected patients with gastric ulcer and gastric cancer).,SUBMITTED,10.1093/nar/gkx967
147,147,MGYS00005768,6,PRJNA648297,False,2021-07-27T22:30:52,SRP274074,Rajiv Gandhi Centre for Biotechnology,Remarkably low relative abundance of several Bifidobacterium species in the altered intestinal microbiota of Helicobacter pylori infected patients with gastric ulcer and gastric cancer,HARVESTED,10.3389/fmicb.2021.631140
148,148,MGYS00005762,14,PRJEB43818,False,2021-07-27T19:59:21,ERP127786,EMG,EMG produced TPA metagenomics assembly of PRJNA508395 data set (Nanopore long read assembly of the human gut metagenome).,SUBMITTED,10.1093/nar/gkx967
149,149,MGYS00005763,13,PRJNA508395,False,2021-07-27T19:20:40,SRP178190,Stanford University,Nanopore long read assembly of the human gut metagenome,HARVESTED,10.1038/s41587-020-0422-6
150,150,MGYS00005755,202,PRJNA510730,False,2021-06-28T16:49:35,SRP173877,University of Rome Tor Vergata,Microbiota composition of Parkinson's disease patients in southern Italy,HARVESTED,10.1371/journal.pone.0260451
151,151,MGYS00005742,158,PRJDB5860,False,2021-06-07T13:48:32,DRP004306,"Lab. of Microbial Technology, Faculty of Agriculture, Kyushu University",Asian Microbiome Project,HARVESTED,10.1007/s13205-020-02265-7
152,152,MGYS00005735,40,PRJEB40229,False,2021-05-20T11:00:50,ERP123843,DEPARTMENT OF ZOOLOGY,Gut-microbiome of Tuberculosis patients,SUBMITTED,
153,153,MGYS00005729,3,PRJEB42466,False,2021-03-31T16:25:26,ERP126326,LUXEMBOURG CENTRE FOR SYSTEMS BIOMEDICINE,Critical Assessment of Metaproteome Investigation (CAMPI): a Multi-Lab Comparison of Established Workflows,SUBMITTED,
154,154,MGYS00005702,121,PRJEB42213,False,2021-02-10T20:46:49,ERP126051,EMG,EMG produced TPA metagenomics assembly of PRJNA389280 data set (Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)).,SUBMITTED,10.1093/nar/gkx967
155,155,MGYS00005697,36,PRJEB42319,False,2021-01-19T00:20:47,ERP126158,EMG,EMG produced TPA metagenomics assembly of PRJDB4115 data set (Metgenomic analysis of human saliva microbiome from healthy subjects).,SUBMITTED,10.1093/nar/gkx967
156,156,MGYS00005698,35,PRJDB4115,False,2021-01-18T22:38:51,DRP003804,"Laboratory of Metagenomics, Graduate School of Frontier Sciences, The University of Tokyo",Metgenomic analysis of human saliva microbiome from healthy subjects,HARVESTED,10.1098/rstb.2019.0573
157,157,MGYS00005321,530,PRJEB29015,False,2021-01-12T11:18:44,ERP111281,EMG,EMG produced TPA metagenomics assembly of the Gut and Oral Microbiome Dysbiosis in Rheumatoid Arthritis (RA) data set.,SUBMITTED,10.1093/nar/gkx967
158,158,MGYS00005693,56,PRJEB41354,False,2021-01-07T15:15:46,ERP125117,EMG,EMG produced TPA metagenomics assembly of PRJEB28422 data set (The Salivary Microbiome in Health and Disease).,SUBMITTED,10.1093/nar/gkx967
159,159,MGYS00005694,56,PRJEB28422,False,2021-01-03T21:32:36,ERP110622,EMBL,The Salivary Microbiome in Health and Disease,SUBMITTED,10.1038/s41467-020-14422-w
160,160,MGYS00005679,61,PRJEB41218,False,2020-12-25T19:41:37,ERP124958,EMG,EMG produced TPA metagenomics assembly of PRJNA649273 data set (Kidney stone patient microbiome).,SUBMITTED,10.1093/nar/gkx967
161,161,MGYS00005684,33,PRJEB41785,False,2020-12-24T13:25:35,ERP125620,EMG,EMG produced TPA metagenomics assembly of PRJNA628604 data set (Oral capsulized Fecal microbiota transplantation for eradication of carbapenemase-producing Enterobacteriaceae colonization with a metagenomic perspective).,SUBMITTED,10.1093/nar/gkx967
162,162,MGYS00005685,31,PRJNA628604,False,2020-12-24T09:39:11,SRP258728,Technion - Israel Institute of Technology,Oral capsulized Fecal microbiota transplantation for eradication of carbapenemase-producing Enterobacteriaceae colonization with a metagenomic perspective,HARVESTED,10.1093/cid/ciaa737
163,163,MGYS00005657,15,PRJEB41181,False,2020-11-24T18:35:50,ERP124921,EMG,EMG produced TPA metagenomics assembly of PRJEB19090 data set (Potential and active functions in the gut microbiota of a healthy human cohort).,SUBMITTED,10.1093/nar/gkx967
164,164,MGYS00005652,4,PRJEB40836,False,2020-11-17T19:05:30,ERP124518,EMG,EMG produced TPA metagenomics assembly of PRJNA542280 data set (Oral Microbiome in Fanconi Anemia).,SUBMITTED,10.1093/nar/gkx967
165,165,MGYS00005656,3,PRJNA542280,False,2020-11-17T18:58:23,SRP197549,University of Minnesota,Oral Microbiome in Fanconi Anemia,HARVESTED,
166,166,MGYS00005651,4,PRJEB40715,False,2020-11-17T18:52:20,ERP124374,EMG,EMG produced TPA metagenomics assembly of PRJNA78025 data set (Human Oral Subgingival Plaque Microbiome).,SUBMITTED,10.1093/nar/gkx967
167,167,MGYS00005655,4,PRJNA78025,False,2020-11-17T18:40:42,SRP018108,Center for Bioinformatics and Computational Biology,Human Oral Subgingival Plaque Microbiome,HARVESTED,10.1098/rstb.2019.0573
168,168,MGYS00005619,72,PRJEB39906,False,2020-11-10T23:08:23,ERP123477,EMG,EMG produced TPA metagenomics assembly of PRJEB8094 data set (The initial state of the human gut microbiome determines its reshaping by antibiotics).,SUBMITTED,10.1093/nar/gkx967
169,169,MGYS00005601,260,PRJEB30615,False,2020-10-19T10:42:56,ERP113090,Furtwangen University,Identification of Intestinal Bacterial Taxa with a Potential Role in Parkinsons Disease using Illumina MiSeq and Ion Torrent Next Generation Sequencing,SUBMITTED,10.1038/s41531-021-00156-z
170,170,MGYS00005594,61,PRJNA649273,False,2020-09-07T20:32:49,SRP276112,University of Western Ontario,Kidney stone patient microbiome,HARVESTED,
171,171,MGYS00005592,160,PRJEB36291,False,2020-08-20T23:43:34,ERP119456,UNIVERSITA' DEGLI STUDI DI FERRARA,Defining the oral microbiome by Whole Genome Sequencing and resistome analysis: the complexity of the healthy picture,SUBMITTED,10.1186/s12866-020-01801-y
172,172,MGYS00005591,100,PRJEB39250,False,2020-08-20T17:46:41,ERP122744,VETERINARY Faculty,Strongyle Infection and Gut Microbiota: Profiling of Resistant and Susceptible Horses Over a Grazing Season,SUBMITTED,10.3389/fphys.2018.00272
173,173,MGYS00005585,25,PRJEB39244,False,2020-08-17T19:42:41,ERP122737,EMG,EMG produced TPA metagenomics assembly of PRJEB11511 data set (Assembly of a 5300-year-old Helicobacter pylori genome from the intestine content of the tyrollean glacier mummy).,SUBMITTED,10.1093/nar/gkx967
174,174,MGYS00005586,24,PRJEB11511,False,2020-08-17T18:01:09,ERP012908,UNIVERSITY KIEL,Assembly of a 5300-year-old Helicobacter pylori genome from the intestine content of the tyrollean glacier mummy,SUBMITTED,10.1126/science.aad2545
175,175,MGYS00005583,18,PRJNA177883,False,2020-08-14T14:57:18,SRP017459,Texas A&M University,equine gut metagenome Targeted Locus,HARVESTED,10.1186/1746-6148-8-231
176,176,MGYS00005569,71,PRJNA625082,False,2020-07-28T18:12:23,SRP256368,Marine Biological Laboratory,"human oral microbiome, metagenomic assembly",HARVESTED,10.1128/msphere.00162-21
177,177,MGYS00005529,1,PRJNA429136,False,2020-06-21T10:07:35,SRP132034,UNC Charlotte,Human sigmoid colon mucosal biopsy metagenomes in cohort with and without diverticula,HARVESTED,10.1038/s41598-018-23023-z
178,178,MGYS00005528,506,PRJDB7124,False,2020-06-21T10:01:50,DRP004359,KYUSHU,Population-based study on tongue microbiota composition of Japanese elderly adults,HARVESTED,
179,179,MGYS00005252,550,PRJEB26607,False,2020-06-21T09:46:59,ERP108609,UNIVERSITY OF CALIFORNIA BERKELEY,Deciphering microbial interactions in synthetic human gut microbiome communities,SUBMITTED,10.15252/msb.20178157
180,180,MGYS00005259,914,PRJNA428736,False,2020-06-21T08:51:46,SRP128128,mothur,Dynamics of human gut microbiota and metabolites in response to prebiotic interventions,HARVESTED,10.1186/s40168-020-00894-x
181,181,MGYS00005173,1384,PRJNA417357,False,2020-06-21T08:38:19,SRP124475,University of Copenhagen,Infant (COPSAC) feces microbiome Raw sequence reads,HARVESTED,10.1038/s41467-017-02573-2
182,182,MGYS00005258,513,PRJNA368739,False,2020-06-21T07:34:25,SRP097785,UCLA,METSIM gut microbiome,HARVESTED,10.1038/s41588-020-00763-1
183,183,MGYS00005239,838,PRJNA232731,False,2020-06-21T06:48:08,SRP043574,University of Florida,DIPP Stool Metagenome,HARVESTED,10.1186/s12864-016-2377-z
184,184,MGYS00005526,541,PRJEB27868,False,2020-06-14T15:01:53,ERP110005,UNIVERSITY OF BRITISH COLUMBIA,Stunted childhood growth is associated with decompartmentalization of the gastrointestinal tract and overgrowth of oropharyngeal taxa,SUBMITTED,10.1038/s41467-021-27191-x
185,185,MGYS00005505,850,PRJNA352060,False,2020-06-14T14:18:57,SRP092421,Alkek Center for Metagenomics and Microbiome Research,Longitudinal microbiome analyses of acute myelogenous leukemia patients during induction chemotherapy,HARVESTED,10.1128/msphere.00048-20
186,186,MGYS00005506,722,PRJNA399163,False,2020-06-14T14:15:15,SRP115814,Jackson Laboratory Genomic Medicine,Chemotherapy Induced Oral Mucositis and Microbiome,HARVESTED,10.1177/0022034520915879
187,187,MGYS00000646,22,PRJNA260846,False,2020-06-14T14:04:18,SRP047083,Microbiome Quality Control Project Consortium,Microbiome Quality Control Project - 16S,HARVESTED,10.1128/aem.00520-16
188,188,MGYS00005509,651,PRJNA269954,False,2020-06-14T13:27:03,SRP056002,Broad Institute,"Paired mucosal j-pouch and afferent limb samples from postoperative ulcerative colitis and familial ademonatous polyposis patients from Mount Sinai Hospital, Toronto. Samples were collected during pouch endoscopy and 16S sequenced.",HARVESTED,10.3389/fgene.2020.00148
189,189,MGYS00005144,57,PRJEB35170,False,2020-05-28T19:23:56,ERP118185,EMG,EMG produced TPA metagenomics assembly of PRJEB20800 data set (Gut resistome modulates resilience and recovery of gut microbiota after broad-spectrum antibiotic treatment).,SUBMITTED,10.1093/nar/gkx967
190,190,MGYS00005516,55,PRJEB20800,False,2020-05-28T18:09:50,ERP022986,BGI,Gut resistome modulates resilience and recovery of gut microbiota after broad-spectrum antibiotic treatment,SUBMITTED,10.3389/fmicb.2020.01376
191,191,MGYS00005189,530,PRJDB7737,False,2020-05-23T08:06:55,DRP004640,UIUC,Anaerobic microbial community enriched with amino acids,HARVESTED,
192,192,MGYS00005445,16,PRJEB31434,False,2020-05-22T08:50:29,ERP113995,EMG,EMG produced TPA metagenomics assembly of the PRJNA385126 data set (viral metagenome Metagenome).,SUBMITTED,10.1093/nar/gkx967
193,193,MGYS00005443,33,PRJEB31435,False,2020-05-22T08:48:24,ERP113996,EMG,EMG produced TPA metagenomics assembly of the PRJEB22882 data set (Taxonomic and gene content analysis of the bacterial viral metagenomes from the oral cavity from healthy youngsters in Valencia).,SUBMITTED,10.1093/nar/gkx967
194,194,MGYS00005425,40,PRJEB32232,False,2020-05-22T08:36:05,ERP114883,EMG,EMG produced TPA metagenomics assembly of the PRJNA392180 data set (Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania).,SUBMITTED,10.1093/nar/gkx967
195,195,MGYS00005446,15,PRJNA385126,False,2020-05-22T02:50:26,SRP106048,APC Microbiome Institute,viral metagenome Metagenome,HARVESTED,10.1128/mra.00273-21
196,196,MGYS00005444,32,PRJEB22882,False,2020-05-22T02:50:04,ERP104599,FISABIO,Taxonomic and gene content analysis of the bacterial viral metagenomes from the oral cavity from healthy youngsters in Valencia,SUBMITTED,10.1371/journal.pone.0191867
197,197,MGYS00005426,39,PRJNA392180,False,2020-05-22T02:23:16,SRP110665,Stanford University,Seasonal Cycling in the Gut Microbiome of the Hadza Hunter-Gatherers of Tanzania,HARVESTED,10.1038/s41522-021-00248-x
198,198,MGYS00005392,71,PRJEB31446,False,2020-05-22T02:15:18,ERP114010,EMG,EMG produced TPA metagenomics assembly of the PRJEB7772 data set (An analysis of the composition of viruses and bacteria in stool samples from IBD patients and healthy controls.).,SUBMITTED,10.1093/nar/gkx967
199,199,MGYS00005390,21,PRJEB31570,False,2020-05-22T02:14:05,ERP114141,EMG,EMG produced TPA metagenomics assembly of the PRJEB8249 data set (Bariatric surgery induces long-term changes on the gut metagenome contributing to fat mass regulation).,SUBMITTED,10.1093/nar/gkx967
200,200,MGYS00005388,17,PRJEB31576,False,2020-05-22T02:13:20,ERP114147,EMG,EMG produced TPA metagenomics assembly of the PRJEB8245 data set (Metagenomic sequencing revealed altered microbiota in microscopic colitis).,SUBMITTED,10.1093/nar/gkx967
201,201,MGYS00005411,61,PRJEB33242,False,2020-05-22T01:37:38,ERP116015,EMG,EMG produced TPA metagenomics assembly of the PRJEB9524 data set (Expanded Enteric Virome and Altered Bacterial Microbiome in Acquired Immunodeficiency Syndrome).,SUBMITTED,10.1093/nar/gkx967
202,202,MGYS00005412,60,PRJEB9524,False,2020-05-22T00:51:47,ERP010635,WASHINGTON UNIVERSITY  SCHOOL OF MEDICINE,Expanded Enteric Virome and Altered Bacterial Microbiome in Acquired Immunodeficiency Syndrome,SUBMITTED,10.1128/mra.00273-21
203,203,MGYS00003576,10,PRJEB26164,False,2020-05-22T00:47:59,ERP108137,EMG,"EMG produced TPA metagenomics assembly of the Strain-level typing, community shifts and evidence of co-infection derived from metagenomic investigation of two Salmonella outbreaks () data set.",SUBMITTED,10.1093/nar/gkx967
204,204,MGYS00005399,110,PRJEB33766,False,2020-05-22T00:23:56,ERP116584,EMG,EMG produced TPA metagenomics assembly of the PRJNA485056 data set (Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar).,SUBMITTED,10.1093/nar/gkx967
205,205,MGYS00005400,109,PRJNA485056,False,2020-05-21T22:09:44,SRP156699,University of Trento,Metagenomic sequencing of stool samples from rural communities from north-eastern Madagascar,HARVESTED,10.1038/s41522-021-00248-x
206,206,MGYS00005393,10,PRJEB33329,False,2020-05-21T22:08:23,ERP116113,EMG,EMG produced TPA metagenomics assembly of the PRJEB9818 data set (The gut DNA viromes of Malawian twins discordant for severe acute undernutrition).,SUBMITTED,10.1093/nar/gkx967
207,207,MGYS00005394,9,PRJEB9818,False,2020-05-21T21:59:24,ERP010965,WUSL,The gut DNA viromes of Malawian twins discordant for severe acute undernutrition,SUBMITTED,10.1073/pnas.1514285112
208,208,MGYS00005391,20,PRJEB8249,False,2020-05-21T21:53:22,ERP009310,CHALMERS,Bariatric surgery induces long-term changes on the gut metagenome contributing to fat mass regulation,SUBMITTED,10.1016/j.cmet.2015.07.009
209,209,MGYS00005389,16,PRJEB8245,False,2020-05-21T21:50:11,ERP009306,CHALMERS,Metagenomic sequencing revealed altered microbiota in microscopic colitis,SUBMITTED,10.1136/gutjnl-2014-308956
210,210,MGYS00005377,124,PRJEB31588,False,2020-05-21T20:49:33,ERP114158,EMG,"EMG produced TPA metagenomics assembly of the PRJNA231909 data set (A prospective, longitudinal analysis of the developing gut microbiome in infants en route to type 1 diabetes).",SUBMITTED,10.1093/nar/gkx967
211,211,MGYS00003477,150,PRJEB26167,False,2020-05-21T15:57:16,ERP108140,EMG,EMG produced TPA metagenomics assembly of the human gut metagenome Metagenome (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
212,212,MGYS00005387,9,PRJNA356225,False,2020-05-21T15:50:29,SRP095060,The First Affiliated Hospital of Chongqing Medical University,human gut metagenome Metagenome,HARVESTED,10.1186/s40168-018-0520-6
213,213,MGYS00005373,188,PRJEB31850,False,2020-05-21T15:48:59,ERP114461,EMG,EMG produced TPA metagenomics assembly of the PRJEB12124 data set (Gut microbiome-dependent stratification of patients for anti-diabetic treatment).,SUBMITTED,10.1093/nar/gkx967
214,214,MGYS00005375,249,PRJEB31778,False,2020-05-21T15:43:18,ERP114377,EMG,EMG produced TPA metagenomics assembly of the PRJEB9576 data set (Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome).,SUBMITTED,10.1093/nar/gkx967
215,215,MGYS00003481,1155,PRJEB26926,False,2020-05-21T10:36:55,ERP108957,EMG,EMG produced TPA metagenomics assembly of the Human gut metagenome and metatranscriptome raw sequence reads. (256318) data set.,SUBMITTED,10.1093/nar/gkx967
216,216,MGYS00005381,220,PRJEB33719,False,2020-05-21T03:45:46,ERP116533,EMG,EMG produced TPA metagenomics assembly of the PRJNA300541 data set (Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America).,SUBMITTED,10.1093/nar/gkx967
217,217,MGYS00005382,220,PRJNA300541,False,2020-05-19T22:59:56,SRP066479,Washington University in St. Louis,Antibiotic resistance exchange between microbiota in resource-poor settings in Latin America,HARVESTED,10.1038/nature17672
218,218,MGYS00005378,124,PRJNA231909,False,2020-05-19T22:40:14,SRP056054,Broad Institute,"A prospective, longitudinal analysis of the developing gut microbiome in infants en route to type 1 diabetes",HARVESTED,10.1186/s12866-021-02321-z
219,219,MGYS00005376,248,PRJEB9576,False,2020-05-19T22:38:43,ERP010700,BGI,Shotgun Metagenomics of 250 Adult Twins Reveals Genetic and Environmental Impacts on the Gut Microbiome,SUBMITTED,10.3389/fmicb.2021.740990
220,220,MGYS00005374,187,PRJEB12124,False,2020-05-19T22:38:00,ERP013563,BGI,Gut microbiome-dependent stratification of patients for anti-diabetic treatment,SUBMITTED,10.1128/mbio.03628-20
221,221,MGYS00003510,19,PRJEB26908,False,2020-05-18T00:58:44,ERP108939,EMG,EMG produced TPA metagenomics assembly of the Gut microbiota of 10 pairs of Chinese infant twins (Gut microbiota of 10 pairs of Chinese infant twins) data set.,SUBMITTED,10.1093/nar/gkx967
222,222,MGYS00003487,30,PRJEB26857,False,2020-05-18T00:17:49,ERP108880,EMG,EMG produced TPA metagenomics assembly of the Oral microbiome samples from the Philippines (Phillipines oral microbiome) data set.,SUBMITTED,10.1093/nar/gkx967
223,223,MGYS00001983,22,PRJEB22365,False,2020-05-17T23:46:16,ERP104044,EMBL-EBI,EMG produced TPA metagenomics assembly of the Pediatric Fecal Metagenome (human gut metagenome) data set,SUBMITTED,10.1038/s42003-019-0545-9
224,224,MGYS00001982,154,PRJEB22362,False,2020-05-17T23:37:55,ERP104041,EMBL-EBI,EMG produced TPA metagenomics assembly of the stool samples Raw sequence reads (stool) data set,SUBMITTED,10.1186/s40168-017-0333-z
225,225,MGYS00005285,369,PRJEB30046,False,2020-05-17T23:01:35,ERP112428,EMG,EMG produced TPA metagenomics assembly of the A metagenome-wide association study of gut microbiota in type 2 diabetes. (gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
226,226,MGYS00005359,22,PRJNA215106,False,2020-05-17T21:18:48,SRP029439,Washington University in St. Louis,Pediatric Fecal Metagenome,HARVESTED,10.1038/s42003-019-0545-9
227,227,MGYS00005358,94,PRJNA363080,False,2020-05-17T20:55:17,SRP098507,Inova Translational Medicine Institute,stool samples Raw sequence reads,HARVESTED,10.1186/s40168-017-0333-z
228,228,MGYS00002038,91,PRJEB22519,False,2020-05-17T20:38:43,ERP104200,EMBL-EBI,EMG produced TPA metagenomics assembly of the Roux-en-Y gastric bypass surgery of morbidly obese patients shows swift and persistent changes of the individual gut microbiota (GBP) data set,SUBMITTED,
229,229,MGYS00005357,57,PRJNA268964,False,2020-05-17T19:38:25,SRP052307,University of Oklahoma,Human Gut Microbiome Metagenome,HARVESTED,10.3390/microorganisms10020459
230,230,MGYS00002050,19,PRJEB22538,False,2020-05-17T19:37:49,ERP104219,EMBL-EBI,EMG produced TPA metagenomics assembly of the Rapid evolution of the human gut virome (human gut metagenome) data set,SUBMITTED,10.1186/s40168-018-0410-y
231,231,MGYS00001987,27,PRJEB22389,False,2020-05-17T19:14:41,ERP104069,EMBL-EBI,EMG produced TPA metagenomics assembly of the Human gastric microbiome metagenome (human gut metagenome) data set,SUBMITTED,10.1186/s13059-015-0821-z
232,232,MGYS00005356,2,PRJNA297869,False,2020-05-17T19:13:41,SRP064526,Weill Cornell Medical College,Human gastric microbiome metagenome,HARVESTED,10.1186/s13059-015-0821-z
233,233,MGYS00005355,14,PRJNA196801,False,2020-05-17T19:06:13,SRP021107,University of Pennsylvania,Rapid evolution of the human gut virome,HARVESTED,10.1186/s40168-018-0410-y
234,234,MGYS00005354,38,PRJNA278393,False,2020-05-17T19:05:23,SRP056480,University of Bologna,Metagenome sequencing of the Hadza hunter-gatherer gut microbiota.,HARVESTED,10.1038/s41522-021-00248-x
235,235,MGYS00002334,52,PRJEB24534,False,2020-05-17T18:55:27,ERP106364,EMBL-EBI,EMG produced TPA metagenomics assembly of the Metagenomes from human infant fecal samples with and without necrotizing enterocolitis (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
236,236,MGYS00003536,3,PRJEB26491,False,2020-05-17T18:15:45,ERP108482,EMG,EMG produced TPA metagenomics assembly of the human gut and groundwater harbor non-photosynthetic bacteria (metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
237,237,MGYS00003653,168,PRJEB29103,False,2020-05-17T16:30:08,ERP111376,EMG,EMG produced TPA metagenomics assembly of the human gut metagenome in RA (human gut metagenome) data set.,SUBMITTED,10.1093/nar/gkx967
238,238,MGYS00005351,62,PRJNA356102,False,2020-05-17T13:58:19,SRP094805,Realbio,human gut metagenome in RA,HARVESTED,
239,239,MGYS00005350,52,PRJNA321058,False,2020-05-17T13:06:40,SRP075633,The Broad Institute,Increased intestinal microbial diversity following fecal microbiota transplant for active Crohn''s disease,HARVESTED,10.3389/fmicb.2020.00932
240,240,MGYS00005347,17,PRJNA273761,False,2020-05-17T12:58:51,SRP052967,"Banfield Lab, University of California, Berkeley",Metagenomes from human infant fecal samples with and without necrotizing enterocolitis,HARVESTED,10.1128/spectrum.01176-21
241,241,MGYS00005327,80,PRJEB33795,False,2020-05-17T12:12:18,ERP116614,EMG,EMG produced TPA metagenomics assembly of the PRJNA477326 data set (Identification of bloodstream pathogens in the gut microbiome).,SUBMITTED,10.1093/nar/gkx967
242,242,MGYS00005346,79,PRJNA477326,False,2020-05-17T11:22:59,SRP150988,"Department of Medicine, Stanford University",Identification of bloodstream pathogens in the gut microbiome,HARVESTED,10.3390/pathogens9030204
243,243,MGYS00005341,102,PRJEB15111,False,2020-05-17T10:03:25,ERP016813,BGI,Integrated metabolomics and metagenomics analysis of plasma and urine identified microbial metabolites associated with coronary heart disease,SUBMITTED,10.1038/srep22525
244,244,MGYS00005340,744,PRJNA290380,False,2020-05-17T09:58:05,SRP090628,The Broad Institute,"A longitudinal analysis of the developing gut microbiome in infants from Finland, Estonia, and Russian Karelia",HARVESTED,10.1038/s41522-021-00265-w
